51,490.5,305.5
52,483.5,275.0
53,479.5,261.5
54,464.0,261.0
55,456.0,257.0
56,465.5,256.5
57,465.0,248.5
58,465.0,249.0
58,473.5,220.0
59,466.5,247.0
59,474.5,216.5
60,469.0,244.5
60,476.5,214.5
61,471.5,241.0
62,474.0,240.0
63,475.0,239.0
64,475.5,238.0
65,475.5,238.5
66,475.5,239.5
67,475.5,239.5
68,475.0,238.5
69,473.5,244.0
69,479.5,204.5
70,459.5,231.5
70,478.5,202.5
71,459.0,229.5
71,478.5,200.5
72,462.0,249.0
72,455.5,216.0
72,479.0,200.0
73,461.0,248.5
73,455.5,215.5
73,479.5,199.0
74,456.5,215.0
74,479.5,197.5
75,491.0,233.5
75,456.5,215.0
75,478.5,196.5
76,491.0,233.5
76,458.0,225.5
76,478.0,196.0
77,491.0,233.5
77,458.0,225.0
77,478.5,196.0
78,490.5,233.0
78,458.0,224.5
78,478.5,195.5
79,490.5,232.5
79,457.0,224.5
79,478.5,195.0
80,490.5,232.5
80,457.0,224.0
80,478.0,195.0
81,490.5,232.5
81,457.5,224.0
81,478.5,194.5
82,490.5,232.0
82,457.5,224.0
82,478.0,194.5
83,490.5,232.0
83,457.5,223.5
83,478.5,195.0
84,457.5,223.5
84,478.5,195.5
85,457.5,223.5
85,478.5,195.0
86,457.5,223.5
86,478.5,195.5
87,457.5,223.5
87,478.5,195.5
88,457.5,223.0
88,478.5,195.5
89,457.5,223.0
89,478.5,195.5
90,457.5,223.0
90,478.5,195.5
91,457.5,223.0
91,478.5,195.5
92,457.5,223.0
92,478.5,195.5
93,457.5,223.0
93,478.5,195.5
94,457.5,223.0
94,478.5,195.5
95,457.5,223.0
95,478.5,195.0
96,457.5,223.0
96,478.5,195.0
97,457.5,223.0
97,478.5,195.0
98,457.5,223.0
98,478.5,195.0
99,462.5,223.0
99,478.5,194.5
100,463.0,223.0
100,478.5,194.5
101,480.0,273.5
101,463.0,223.0
101,478.5,194.5
102,482.0,274.0
102,490.5,231.0
102,462.5,223.0
102,478.5,194.5
103,490.5,231.0
103,462.5,223.0
103,478.5,194.5
104,462.5,223.0
104,478.5,194.0
105,462.5,223.0
105,478.5,194.0
106,462.5,223.0
106,478.5,194.0
107,462.5,223.0
107,478.5,194.0
108,462.5,223.0
108,478.5,194.0
109,462.5,223.0
109,478.5,194.5
110,484.0,268.0
110,490.5,231.5
110,462.5,225.0
110,478.5,194.0
111,485.5,253.0
111,462.5,225.0
111,478.5,194.0
112,485.5,253.0
112,462.0,225.5
112,478.5,194.0
113,484.5,252.5
113,462.0,224.0
113,478.5,193.5
114,484.5,252.5
114,461.0,222.5
114,478.5,193.0
115,484.5,253.0
115,456.5,221.5
115,478.0,196.0
116,484.0,254.5
116,470.5,206.0
117,483.0,255.0
117,456.0,215.5
117,477.0,193.0
118,482.5,269.5
118,470.5,202.5
119,480.5,269.0
119,470.5,203.5
120,481.0,273.0
120,471.5,189.5
121,471.0,187.0
122,469.0,190.5
123,471.5,183.5
124,482.0,178.5
125,472.5,171.0
126,471.5,163.0
127,470.5,153.5
128,466.5,144.0
129,466.0,137.0
130,465.0,133.5
131,449.0,141.5
131,468.5,128.5
132,449.5,141.0
132,468.0,127.0
133,449.5,141.0
133,467.0,125.5
134,451.5,140.0
134,466.0,124.0
135,451.5,139.5
135,465.0,122.5
136,451.5,139.0
136,464.5,122.0
137,451.5,139.0
137,464.5,122.5
138,451.5,139.0
138,464.5,122.0
139,451.5,139.0
139,464.5,122.0
140,451.5,139.0
140,464.5,122.5
141,451.5,139.0
141,464.5,122.0
142,451.5,139.0
142,464.5,122.0
143,451.5,139.0
143,464.5,122.5
144,451.5,139.0
144,464.5,122.0
145,451.5,139.0
145,464.5,122.0
146,451.0,139.0
146,464.5,122.5
147,478.5,267.0
147,451.0,139.0
147,464.5,122.5
148,479.5,261.0
148,451.0,139.0
148,464.5,122.0
149,478.0,251.0
149,454.5,139.0
149,464.5,122.0
150,466.0,246.0
150,455.0,139.0
150,464.5,122.0
151,463.0,244.5
151,456.0,139.5
151,464.5,122.0
152,465.0,241.5
152,459.5,141.5
152,464.0,121.5
153,466.5,231.5
153,466.0,127.5
154,467.5,223.5
154,468.0,131.5
155,471.5,226.0
155,469.0,132.0
156,456.5,216.5
156,483.0,212.5
156,466.5,132.0
157,458.0,215.5
157,466.0,178.5
158,470.0,175.0
159,470.0,173.0
160,471.0,182.0
160,459.0,124.0
161,470.0,170.0
162,455.5,138.0
162,471.5,182.0
162,459.0,110.0
163,447.0,164.5
163,482.5,184.0
163,461.0,111.5
164,446.5,171.0
164,467.5,177.5
165,467.0,184.0
166,466.0,191.0
167,446.5,200.5
167,481.0,200.0
168,462.5,213.0
169,459.0,227.0
170,466.5,225.0
171,466.0,224.0
172,465.0,230.0
173,468.5,243.0
174,481.5,247.0
175,482.5,254.5
176,485.5,266.5
