5,467.5,88.0
6,467.5,88.0
7,471.0,84.5
8,467.5,88.0
10,467.5,88.0
11,470.0,85.5
12,489.0,221.0
12,470.0,85.0
13,489.5,219.5
13,469.0,86.5
14,489.5,221.0
14,476.0,82.5
15,488.5,220.5
15,475.0,83.5
16,488.5,220.0
16,475.5,83.0
17,488.5,220.0
17,475.0,83.5
18,488.0,220.5
18,474.5,83.5
19,488.0,219.5
19,475.0,83.0
20,487.5,219.0
20,474.5,83.5
21,488.0,219.5
21,474.5,83.5
22,487.5,220.0
22,474.5,83.5
23,487.5,220.5
23,474.5,83.5
24,487.0,219.5
24,474.5,84.0
25,487.0,221.0
25,474.5,84.0
26,487.0,221.0
26,474.5,83.5
27,487.0,221.0
27,474.5,84.0
28,487.0,220.5
28,474.5,83.5
29,487.0,220.0
29,474.5,83.5
30,487.0,221.5
30,474.0,84.0
31,487.0,222.5
31,474.5,83.5
32,486.5,222.0
32,474.0,83.5
33,486.5,221.0
33,449.5,154.5
33,474.0,83.5
34,486.5,220.0
34,449.5,155.0
34,474.5,83.5
35,484.5,263.0
35,486.5,220.5
35,451.5,173.0
35,445.0,140.0
35,474.0,83.5
36,485.0,264.0
36,486.5,222.0
36,450.0,155.5
36,474.0,83.5
37,484.5,238.0
37,450.0,156.0
37,474.5,83.5
38,484.0,263.5
38,486.5,225.5
38,450.0,155.0
38,474.0,84.0
39,484.0,238.0
39,450.0,156.0
39,474.0,84.0
40,483.5,237.5
40,450.0,155.5
40,474.0,84.0
41,484.0,237.5
41,450.0,155.5
41,474.0,84.0
42,483.5,237.5
42,450.0,156.0
42,474.0,84.0
43,483.5,237.5
43,450.0,156.0
43,474.0,84.0
44,483.5,237.0
44,450.0,156.0
44,474.0,84.0
45,483.5,237.0
45,450.5,156.0
45,474.0,84.0
46,483.5,237.0
46,450.0,157.0
46,474.0,84.0
47,483.0,237.0
47,450.0,157.0
47,474.0,84.0
48,483.0,237.5
48,450.0,157.0
48,473.5,84.0
49,483.5,237.0
49,450.0,157.0
49,473.5,84.0
50,482.5,237.0
50,450.0,157.0
50,474.0,84.0
51,482.5,237.0
51,450.0,157.0
51,473.5,84.0
52,482.0,237.0
52,450.0,157.0
52,473.5,84.0
53,481.5,237.0
53,450.0,157.0
53,473.5,84.5
54,482.5,237.0
54,450.0,157.0
54,473.5,84.5
55,481.5,237.0
55,450.0,157.0
55,473.5,84.5
56,482.5,237.0
56,450.0,157.0
56,473.5,84.5
57,482.5,237.0
57,450.0,156.5
57,473.5,84.5
58,482.5,237.0
58,450.0,157.0
58,473.5,84.5
59,482.0,237.0
59,450.0,157.5
59,473.5,84.5
60,481.5,237.0
60,449.5,157.0
60,473.5,84.5
61,481.5,236.5
61,449.5,157.5
61,473.5,84.5
62,481.5,237.0
62,449.5,157.5
62,473.5,84.5
63,481.5,237.0
63,449.5,157.0
63,473.5,84.5
64,481.0,236.5
64,450.0,157.5
64,473.5,84.5
65,481.5,236.5
65,450.0,157.0
65,473.5,84.0
66,481.0,237.0
66,450.0,157.0
66,473.5,84.5
67,481.5,236.5
67,449.5,157.0
67,473.5,84.0
68,481.0,237.0
68,450.0,157.0
68,473.5,84.0
69,481.5,237.0
69,450.0,157.5
69,473.5,84.5
70,481.5,237.0
70,450.0,157.0
70,473.0,84.0
71,481.0,237.0
71,450.0,157.0
71,473.0,84.0
72,481.0,237.0
72,450.0,157.0
72,473.5,84.0
73,480.5,237.0
73,450.0,157.5
73,473.0,84.0
74,480.5,236.5
74,450.0,157.5
74,473.0,84.0
75,480.5,237.0
75,450.0,157.5
75,473.0,84.0
76,480.5,236.5
76,450.0,157.5
76,473.0,84.0
77,480.0,236.5
77,450.0,158.0
77,473.0,84.0
78,480.5,236.5
78,450.0,158.0
78,473.0,84.0
79,480.0,236.5
79,450.0,157.5
79,473.0,84.0
80,480.5,236.5
80,449.5,157.0
80,473.0,84.0
81,480.0,236.5
81,450.0,157.5
81,473.0,84.0
82,480.0,236.5
82,449.5,157.5
82,473.0,84.0
83,480.0,236.5
83,449.5,157.5
83,473.0,84.0
84,480.0,236.0
84,449.5,158.0
84,473.0,84.5
85,480.0,236.0
85,449.5,158.0
85,473.0,84.0
86,480.0,236.5
86,449.5,157.5
86,473.0,84.5
87,479.0,236.5
87,449.5,157.5
87,473.0,84.5
88,477.0,236.5
88,449.5,157.5
88,473.0,84.5
89,475.0,237.0
89,449.5,158.0
89,473.0,84.5
90,474.0,237.0
90,449.5,158.0
90,473.0,84.5
91,473.5,237.0
91,449.5,158.0
91,473.0,84.5
92,473.5,237.0
92,449.5,158.0
92,472.5,84.5
93,474.0,237.0
93,449.5,158.0
93,473.0,84.5
94,474.5,237.0
94,449.5,158.0
94,473.0,84.5
95,475.0,236.5
